"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.215903913E1	-7.547305298E-1	2.946023712E0	9.434880066E0	9.912902488E0
8.216901712E1	-8.068222046E-1	3.028651886E0	9.392218781E0	9.901387172E0
8.217899412E1	-8.436456299E-1	3.107388153E0	9.377549286E0	9.914939722E0
8.218897213E1	-8.514294434E-1	3.104693756E0	9.328002319E0	9.867911769E0
8.219895013E1	-8.119116211E-1	3.083587646E0	9.248367920E0	9.782638828E0
8.220892812E1	-7.523355103E-1	3.122357025E0	9.189839630E0	9.734899822E0
8.221890612E1	-7.396119690E-1	3.087030487E0	9.177565155E0	9.711049648E0
8.222888513E1	-7.285350037E-1	3.036585388E0	9.211394806E0	9.726325531E0
8.223886313E1	-7.291337585E-1	3.063978424E0	9.260193329E0	9.781144121E0
8.224884112E1	-7.039860535E-1	3.059338074E0	9.262139282E0	9.779691708E0
8.225881913E1	-6.566844177E-1	3.012934570E0	9.236841888E0	9.737980141E0
8.226879713E1	-6.132746887E-1	2.931054840E0	9.229207764E0	9.702858561E0
8.227877612E1	-5.902226257E-1	2.868035889E0	9.277108154E0	9.728243845E0
8.228875413E1	-6.132746887E-1	2.831661530E0	9.348210297E0	9.786901890E0
8.229873213E1	-6.569837952E-1	2.807711334E0	9.441166992E0	9.871702225E0
8.230871012E1	-7.327262878E-1	2.826123047E0	9.524094543E0	9.961537841E0
8.231868913E1	-7.526348877E-1	2.866089935E0	9.540709991E0	9.990299191E0
8.232866713E1	-7.732919312E-1	2.873574371E0	9.494306488E0	9.949736970E0
8.233864512E1	-7.920030212E-1	2.888094177E0	9.444160767E0	9.907599575E0
8.234862312E1	-7.548802185E-1	2.895129547E0	9.367220764E0	9.833435009E0
8.235860113E1	-7.089257812E-1	2.908302155E0	9.268875275E0	9.740269300E0
8.236857913E1	-7.241940308E-1	2.948718109E0	9.194779358E0	9.683148399E0
8.237855612E1	-7.393125916E-1	2.992726593E0	9.103618927E0	9.611392882E0
8.238853312E1	-7.333250427E-1	3.008593597E0	9.022936707E0	9.539538137E0
8.239851013E1	-7.396119690E-1	3.025209045E0	9.016500092E0	9.539192289E0
8.240848813E1	-7.584727478E-1	3.012934570E0	9.054521027E0	9.572742901E0
8.241846613E1	-7.521858215E-1	3.003204803E0	9.070088654E0	9.583920429E0
8.242844312E1	-7.527845764E-1	2.999761963E0	9.066196747E0	9.579205599E0
8.243842112E1	-7.361691284E-1	2.995570679E0	9.090895386E0	9.599987895E0
8.244839913E1	-7.608677673E-1	2.988385620E0	9.205107880E0	9.707902938E0
8.245837713E1	-7.682025146E-1	2.986739044E0	9.229806519E0	9.731396282E0
8.246835512E1	-7.783813477E-1	2.985541534E0	9.241931305E0	9.743337725E0
8.247833313E1	-7.752378845E-1	2.962639160E0	9.260193329E0	9.753430425E0
8.248831213E1	-7.855664063E-1	2.945874023E0	9.320068817E0	9.806068075E0
8.249829012E1	-7.750881958E-1	2.966830444E0	9.353898468E0	9.843691439E0
8.250826813E1	-7.402107239E-1	2.979404297E0	9.331894226E0	9.823900026E0
8.251824613E1	-7.219487000E-1	2.941832428E0	9.282347260E0	9.764095381E0
8.252822512E1	-6.994953918E-1	2.917133789E0	9.268126831E0	9.741516222E0
8.253820212E1	-6.756948853E-1	2.969375153E0	9.234596558E0	9.723760896E0
8.254818013E1	-6.812333679E-1	2.945724335E0	9.229656830E0	9.712256996E0
8.255815813E1	-6.861730957E-1	2.907254333E0	9.284143524E0	9.752860209E0
8.256813612E1	-7.279362488E-1	2.927162933E0	9.348359985E0	9.822932782E0
8.257811413E1	-7.782316589E-1	2.938239899E0	9.408085785E0	9.886909343E0
8.258809113E1	-7.783813477E-1	2.945125580E0	9.402696991E0	9.883843023E0
8.259806913E1	-7.966433716E-1	2.996169434E0	9.381141815E0	9.880156562E0
8.260804612E1	-8.134085083E-1	2.998265076E0	9.366322632E0	9.868091331E0
8.261802412E1	-7.429051208E-1	2.943029938E0	9.334438934E0	9.815553140E0
8.262800113E1	-6.715036011E-1	2.934647369E0	9.266929321E0	9.743667242E0
8.263797913E1	-6.129753113E-1	2.930306396E0	9.196725311E0	9.671721189E0
8.264795712E1	-5.944139099E-1	2.925965424E0	9.200467529E0	9.672807468E0
8.265793412E1	-6.421646118E-1	2.939736786E0	9.269324341E0	9.745501603E0
8.266791213E1	-6.321354675E-1	2.939138031E0	9.202712860E0	9.681324889E0
8.267789013E1	-6.369255066E-1	2.993475037E0	9.197174377E0	9.693017251E0
8.268786812E1	-6.972500610E-1	3.044967957E0	9.196425934E0	9.712478441E0
8.269784512E1	-6.968009949E-1	3.047812042E0	9.153465271E0	9.672673691E0
8.270782313E1	-6.939569092E-1	3.038980408E0	9.166637878E0	9.682160302E0
8.271779913E1	-6.846762085E-1	3.031645660E0	9.194030914E0	9.705146128E0
8.272777713E1	-6.616241455E-1	2.995420990E0	9.186097412E0	9.684765309E0
8.273775413E1	-6.589297485E-1	2.980751495E0	9.220675507E0	9.712874172E0
8.274773112E1	-6.661148071E-1	2.936593323E0	9.313033447E0	9.787741377E0
8.275770912E1	-6.405180359E-1	2.868634644E0	9.336534576E0	9.788268793E0
8.276768813E1	-5.845344543E-1	2.864593048E0	9.319769440E0	9.767582929E0
8.277766513E1	-5.990542603E-1	2.873724060E0	9.345515900E0	9.795704335E0
8.278764212E1	-6.312373352E-1	2.857857056E0	9.379345551E0	9.825371773E0
8.279762012E1	-6.056405640E-1	2.846780090E0	9.305249634E0	9.749801440E0
8.280759813E1	-5.715115356E-1	2.885699158E0	9.272467804E0	9.727925999E0
8.281757513E1	-5.715115356E-1	2.896027679E0	9.273665314E0	9.732135948E0
8.282755312E1	-6.141728210E-1	2.890040131E0	9.280401306E0	9.739373112E0
8.283753112E1	-5.920188904E-1	2.897973633E0	9.288334808E0	9.747917780E0
8.284750913E1	-5.986051941E-1	2.884801025E0	9.330846405E0	9.784942502E0
8.285748613E1	-6.378236389E-1	2.867586823E0	9.355245667E0	9.805635862E0
8.286746412E1	-6.497987366E-1	2.858006744E0	9.383087769E0	9.830197202E0
8.287744112E1	-6.752458191E-1	2.865042114E0	9.379345551E0	9.830388913E0
8.288741812E1	-6.786886597E-1	2.910996552E0	9.400900726E0	9.864656795E0
8.289739513E1	-7.063810730E-1	2.918480988E0	9.399703217E0	9.867670751E0
8.290737213E1	-6.893165588E-1	2.921624451E0	9.342821503E0	9.813223751E0
8.291734938E1	-6.227050781E-1	2.911595306E0	9.247619476E0	9.715122996E0
8.292732637E1	-5.722599792E-1	2.879112854E0	9.184899902E0	9.642570120E0
8.293730337E1	-5.501060486E-1	2.890040131E0	9.141639862E0	9.603360245E0
8.294728037E1	-5.706134033E-1	2.918181610E0	9.140741730E0	9.612208016E0
8.295725838E1	-6.325845337E-1	2.922971649E0	9.191336517E0	9.665639835E0
8.296723638E1	-6.611750793E-1	2.922821960E0	9.212442627E0	9.687576573E0
8.297721537E1	-6.679110718E-1	2.941533051E0	9.181756439E0	9.664542058E0
8.298719238E1	-6.563850403E-1	2.929108887E0	9.146280212E0	9.626264172E0
8.299717138E1	-6.433621216E-1	2.900967407E0	9.152267761E0	9.622553294E0
8.300714937E1	-6.472540283E-1	2.922372894E0	9.196725311E0	9.671554041E0
8.301712738E1	-6.872209167E-1	2.927612000E0	9.263187103E0	9.739087222E0
8.302710538E1	-7.548802185E-1	2.925516357E0	9.368717651E0	9.843848868E0
8.303708338E1	-7.776329041E-1	2.958597565E0	9.435927887E0	9.919412663E0
8.304706137E1	-7.424560547E-1	2.908451843E0	9.439969482E0	9.905723444E0
8.305703938E1	-6.783892822E-1	2.837948456E0	9.437873840E0	9.878644952E0
8.306701838E1	-6.020480347E-1	2.827170868E0	9.368268585E0	9.804071258E0
8.307699637E1	-5.656736755E-1	2.847678223E0	9.257798309E0	9.702375354E0
8.308697538E1	-6.062393188E-1	2.891836395E0	9.193581848E0	9.656717405E0
8.309695338E1	-6.734495544E-1	2.985391846E0	9.159901886E0	9.657634355E0
8.310693137E1	-7.553292847E-1	3.031645660E0	9.119336243E0	9.639693524E0
8.311691038E1	-8.144563293E-1	3.079546051E0	9.128018188E0	9.667867347E0
8.312688937E1	-8.149053955E-1	3.064876556E0	9.195527802E0	9.727038124E0
8.313686838E1	-8.155041504E-1	2.991229706E0	9.255103912E0	9.760607082E0
8.314684738E1	-8.574169922E-1	2.947670288E0	9.390871582E0	9.879898436E0
8.315682637E1	-9.220825195E-1	2.991379395E0	9.482930145E0	9.986218053E0
8.316680538E1	-9.674382019E-1	3.030448151E0	9.444460144E0	9.965810558E0
8.317678437E1	-9.777667236E-1	3.042722626E0	9.416917419E0	9.944471953E0
8.318676338E1	-9.151968384E-1	3.004851379E0	9.343569946E0	9.857434575E0
8.319674238E1	-7.982899475E-1	2.954406281E0	9.200317841E0	9.695959554E0
8.320672137E1	-7.294331360E-1	2.912044373E0	9.098379822E0	9.580844979E0
8.321669938E1	-6.914122009E-1	2.876568146E0	9.066795502E0	9.537267732E0
8.322667837E1	-6.744973755E-1	2.857258301E0	9.042396240E0	9.507039575E0
8.323665838E1	-6.602769470E-1	2.864143982E0	9.041348419E0	9.507116683E0
8.324663638E1	-6.333329773E-1	2.879112854E0	8.987759857E0	9.458870373E0
8.325661537E1	-6.770420837E-1	2.875819702E0	9.034762115E0	9.505558975E0
8.326659438E1	-8.108638000E-1	2.965483246E0	9.175619202E0	9.676961234E0
8.327657238E1	-8.940907288E-1	3.017125854E0	9.267677765E0	9.787353974E0
8.328655138E1	-9.307644653E-1	3.044668579E0	9.323960724E0	9.852541440E0
8.329652938E1	-9.424401855E-1	3.030747528E0	9.341324615E0	9.865797974E0
8.330650837E1	-9.005273438E-1	2.998414764E0	9.269923096E0	9.784319843E0
8.331648738E1	-8.701405334E-1	2.971919861E0	9.175319824E0	9.683798123E0
8.332646638E1	-8.596623230E-1	2.994522858E0	9.072034607E0	9.592079981E0
8.333644437E1	-9.134005737E-1	3.075055389E0	9.076674957E0	9.626852785E0
8.334642238E1	-9.372010803E-1	3.091072083E0	9.096284180E0	9.652743567E0
8.335639938E1	-8.973838806E-1	3.017874298E0	9.122330017E0	9.650376576E0
8.336637738E1	-8.156538391E-1	2.937042389E0	9.099277954E0	9.596268466E0
8.337635537E1	-7.295828247E-1	2.874023438E0	9.102122040E0	9.572926796E0
8.338633338E1	-6.842271423E-1	2.851121063E0	9.098379822E0	9.559161756E0
8.339631038E1	-7.226971436E-1	2.879112854E0	9.134454803E0	9.604678368E0
8.340628937E1	-8.771759033E-1	2.972219238E0	9.239536285E0	9.745386372E0
8.341626737E1	-9.440867615E-1	3.019071808E0	9.281299438E0	9.805539947E0
8.342624638E1	-9.291178894E-1	3.020718384E0	9.269623718E0	9.793565412E0
8.343622437E1	-8.159532166E-1	2.979553986E0	9.183702393E0	9.689371045E0
8.344620137E1	-7.500901794E-1	2.902314606E0	9.073531494E0	9.555890284E0
8.345617938E1	-8.152047729E-1	2.871029663E0	9.107361145E0	9.583913458E0
8.346615738E1	-9.933343506E-1	2.914140015E0	9.290430450E0	9.787288854E0
8.347613637E1	-1.153800659E0	2.974314880E0	9.515412598E0	1.003597937E1
8.348611538E1	-1.197360077E0	3.001408539E0	9.632918243E0	1.016047431E1
8.349609438E1	-1.128054199E0	2.967728577E0	9.611812134E0	1.012259115E1
8.350607337E1	-1.063388672E0	2.925666046E0	9.577533417E0	1.007072309E1
8.351605138E1	-1.033301239E0	2.932102661E0	9.485474854E0	9.981942229E0
8.352602938E1	-1.048120422E0	3.000360718E0	9.309141541E0	9.836708651E0
8.353600737E1	-1.123413849E0	3.128045197E0	9.169631653E0	9.753403000E0
8.354598638E1	-1.325044556E0	3.338357849E0	9.091344452E0	9.775117398E0
8.355596438E1	-1.526375885E0	3.518283691E0	9.083410950E0	9.859842694E0
8.356594237E1	-1.584904175E0	3.540737000E0	9.100774841E0	9.893070426E0
8.357592138E1	-1.546134796E0	3.454067230E0	9.109307098E0	9.864106095E0
8.358590037E1	-1.423839111E0	3.291654968E0	9.159003754E0	9.836140504E0
8.359587837E1	-1.252744904E0	3.022814026E0	9.200766907E0	9.765289863E0
8.360585638E1	-1.113384705E0	2.933000793E0	9.240284729E0	9.758328803E0
8.361583438E1	-1.043480072E0	2.882705383E0	9.242979126E0	9.738146852E0
8.362581237E1	-1.053808594E0	2.837200012E0	9.242979126E0	9.725887085E0
8.363579138E1	-1.045126648E0	2.836601257E0	9.240733795E0	9.722641487E0
8.364576938E1	-1.055006104E0	2.894530792E0	9.204209747E0	9.706122988E0
8.365574737E1	-1.116977234E0	2.946323090E0	9.203161926E0	9.727622902E0
8.366572538E1	-1.143172760E0	2.964884491E0	9.237590332E0	9.768851475E0
8.367570438E1	-1.156495056E0	2.994672546E0	9.277257843E0	9.816978026E0
8.368568237E1	-1.122964783E0	3.004552002E0	9.239536285E0	9.780460797E0
8.369566038E1	-1.059945831E0	2.991229706E0	9.154662781E0	9.689106819E0
8.370563838E1	-1.008452911E0	2.949466553E0	9.119336243E0	9.637355640E0
8.371561638E1	-9.696835327E-1	2.869233398E0	9.146878967E0	9.635257199E0
8.372559437E1	-1.006956024E0	2.883453827E0	9.177116089E0	9.672007347E0
8.373557338E1	-1.101259918E0	2.951861572E0	9.188193054E0	9.713349152E0
8.374555138E1	-1.217418365E0	3.024161224E0	9.212442627E0	9.772244253E0
8.375552937E1	-1.299747162E0	3.077001343E0	9.219328308E0	9.805778623E0
8.376550738E1	-1.365161133E0	3.133134613E0	9.209299164E0	9.823003029E0
8.377548538E1	-1.416803741E0	3.173849945E0	9.247619476E0	9.879226807E0
8.378546437E1	-1.396446075E0	3.175945587E0	9.214538269E0	9.846035117E0
8.379544438E1	-1.339115295E0	3.170257416E0	9.112001495E0	9.740242970E0
8.380542337E1	-1.320703583E0	3.200494537E0	8.999285889E0	9.642332173E0
8.381540138E1	-1.315165100E0	3.233725433E0	8.937165070E0	9.594767267E0
8.382537938E1	-1.285676422E0	3.226989441E0	8.921747131E0	9.574131636E0
8.383535837E1	-1.322350159E0	3.209775238E0	8.987011414E0	9.634191257E0
8.384533638E1	-1.393302612E0	3.213517456E0	9.115294647E0	9.765069540E0
8.385531538E1	-1.441801758E0	3.201542358E0	9.201665039E0	9.848822532E0
8.386529437E1	-1.441053314E0	3.196752319E0	9.255103912E0	9.897111118E0
8.387527338E1	-1.434616699E0	3.169359283E0	9.301806793E0	9.931091227E0
8.388525237E1	-1.375040588E0	3.102448425E0	9.347461853E0	9.944393694E0
8.389523138E1	-1.332828369E0	3.053799591E0	9.372759247E0	9.947398620E0
8.390520938E1	-1.326541443E0	3.049608307E0	9.366172943E0	9.939065279E0
8.391518854E1	-1.337169342E0	3.058589630E0	9.385782166E0	9.961721700E0
8.392516754E1	-1.312321014E0	3.050506439E0	9.326804810E0	9.900356758E0
8.393514754E1	-1.250200195E0	3.093916168E0	9.214538269E0	9.800154759E0
8.394512554E1	-1.181493073E0	3.085533600E0	9.135352936E0	9.714479746E0
8.395510454E1	-1.143472137E0	2.931952972E0	9.105714569E0	9.634205446E0
8.396508354E1	-1.165476379E0	3.001408539E0	9.166488190E0	9.715518213E0
8.397506254E1	-1.199306030E0	3.037932587E0	9.147178345E0	9.712787500E0
8.398504154E1	-1.207239532E0	3.001408539E0	9.170080719E0	9.724004365E0
8.399501954E1	-1.218316498E0	2.980452118E0	9.218430176E0	9.764570898E0
8.400499854E1	-1.244661713E0	3.000660095E0	9.231902161E0	9.786785033E0
8.401497654E1	-1.263821869E0	2.980452118E0	9.219028931E0	9.770917816E0
8.402495554E1	-1.268013153E0	3.008294220E0	9.221723328E0	9.782528947E0
8.403493454E1	-1.247356110E0	3.016527100E0	9.202712860E0	9.764489592E0
8.404491354E1	-1.202000427E0	2.993475037E0	9.161099396E0	9.712437385E0
8.405489154E1	-1.129551086E0	2.977308655E0	9.103918304E0	9.644769618E0
8.406487054E1	-1.100511475E0	2.979104919E0	9.044042816E0	9.585452628E0
8.407484954E1	-1.068777466E0	2.945275269E0	8.978628845E0	9.509611328E0
8.408482754E1	-1.079105988E0	2.976709900E0	8.992250519E0	9.533406577E0
8.409480554E1	-1.128353577E0	2.996169434E0	9.053024139E0	9.602471512E0
8.410478354E1	-1.171912994E0	2.979553986E0	9.162147217E0	9.705465658E0
8.411476154E1	-1.212179260E0	2.978506165E0	9.275311890E0	9.816938840E0
8.412474054E1	-1.242266693E0	2.972817993E0	9.361981659E0	9.900887533E0
8.413471854E1	-1.255439301E0	2.959046631E0	9.414971466E0	9.948556303E0
8.414469654E1	-1.286574554E0	2.959196320E0	9.468560028E0	1.000328676E1
8.415467454E1	-1.260528717E0	2.980452118E0	9.447154541E0	9.986028059E0
8.416465354E1	-1.216669922E0	2.996319122E0	9.402547302E0	9.943143857E0
8.417463154E1	-1.184337158E0	2.982248383E0	9.331145782E0	9.867458717E0
8.418460954E1	-1.194216614E0	2.991080017E0	9.276808777E0	9.819974240E0
8.419458854E1	-1.191821594E0	3.018323364E0	9.229806519E0	9.783662045E0
8.420456754E1	-1.173409882E0	3.046165466E0	9.161997528E0	9.726161293E0
8.421454654E1	-1.208137665E0	3.071013794E0	9.111402740E0	9.690633738E0
8.422452554E1	-1.241518250E0	3.072211304E0	9.151669006E0	9.733082526E0
8.423450354E1	-1.240769806E0	3.065625000E0	9.205407257E0	9.781466614E0
8.424448154E1	-1.220412140E0	3.047662354E0	9.222022705E0	9.788940412E0
8.425445954E1	-1.210832062E0	3.022364960E0	9.259893951E0	9.815622253E0
8.426443754E1	-1.194366302E0	2.987786865E0	9.287736053E0	9.829314433E0
8.427441654E1	-1.139280853E0	2.964734802E0	9.249266052E0	9.779393428E0
8.428439554E1	-1.117426300E0	2.942880249E0	9.206155701E0	9.729464964E0
8.429437354E1	-1.106499023E0	2.887645111E0	9.204209747E0	9.709804913E0
8.430435154E1	-1.068029022E0	2.840193787E0	9.184600525E0	9.672862738E0
8.431432954E1	-1.034349060E0	2.839445343E0	9.168883209E0	9.654053405E0
8.432430854E1	-1.063388672E0	2.839744720E0	9.190438385E0	9.677763339E0
8.433428654E1	-1.110241241E0	2.844983826E0	9.206155701E0	9.699477892E0
8.434426454E1	-1.140777740E0	2.859204254E0	9.266480255E0	9.764429279E0
8.435424254E1	-1.164129181E0	2.853815460E0	9.318871307E0	9.815336055E0
8.436422054E1	-1.161285095E0	2.887645111E0	9.313781891E0	9.820061633E0
8.437419854E1	-1.175206146E0	2.945874023E0	9.313033447E0	9.838286194E0
8.438417654E1	-1.144220581E0	2.980003052E0	9.255702667E0	9.790694091E0
8.439415454E1	-1.114731903E0	2.963686981E0	9.191785583E0	9.721882017E0
8.440413254E1	-1.114881592E0	2.950664062E0	9.208999786E0	9.734220895E0
8.441410954E1	-1.094972992E0	2.939886475E0	9.256900177E0	9.774052344E0
8.442408754E1	-1.109043732E0	2.920426941E0	9.289831696E0	9.801012420E0
8.443406554E1	-1.132095795E0	2.915187836E0	9.353150024E0	9.862118250E0
8.444404354E1	-1.170715485E0	2.969524841E0	9.392817535E0	9.920366615E0
8.445402154E1	-1.184037781E0	3.029100952E0	9.339977417E0	9.890024075E0
8.446399954E1	-1.187031555E0	3.120411072E0	9.258995819E0	9.842510490E0
8.447397654E1	-1.192420349E0	3.150049438E0	9.172326050E0	9.771194549E0
8.448395454E1	-1.154698792E0	3.031945038E0	9.090895386E0	9.652481491E0
8.449393254E1	-1.112187195E0	3.085383911E0	9.062005463E0	9.637245314E0
8.450391054E1	-1.127006378E0	3.115171967E0	9.088799744E0	9.673712862E0
8.451388854E1	-1.143023071E0	3.047063599E0	9.112600250E0	9.676289663E0
8.452386654E1	-1.110690308E0	3.016377411E0	9.121132507E0	9.670947413E0
8.453384454E1	-1.090482330E0	2.999911652E0	9.145831146E0	9.686838957E0
8.454382354E1	-1.071920929E0	2.940634918E0	9.164093170E0	9.683850052E0
8.455380154E1	-1.051862640E0	2.908451843E0	9.188492432E0	9.695045142E0
8.456377954E1	-1.047222290E0	2.892135773E0	9.223519592E0	9.722882161E0
8.457375754E1	-1.053060150E0	2.856809235E0	9.268725586E0	9.756001674E0
8.458373554E1	-1.059796143E0	2.843786316E0	9.271869049E0	9.755913291E0
8.459371354E1	-1.071771240E0	2.870879974E0	9.269024963E0	9.762452007E0
8.460369154E1	-1.087787933E0	2.878214722E0	9.238189087E0	9.737121760E0
8.461367054E1	-1.073866882E0	2.860850830E0	9.211095428E0	9.704737840E0
8.462364854E1	-1.063089294E0	2.862048340E0	9.200467529E0	9.693816705E0
8.463362754E1	-1.076112213E0	2.879262543E0	9.166188812E0	9.667842967E0
8.464360554E1	-1.147214355E0	2.923121338E0	9.172326050E0	9.694962831E0
8.465358354E1	-1.230590973E0	2.997965698E0	9.246571655E0	9.798022242E0
8.466356154E1	-1.275497589E0	3.062331848E0	9.295519867E0	9.869724416E0
8.467353954E1	-1.263522491E0	3.084186401E0	9.296417999E0	9.875833254E0
8.468351754E1	-1.240320740E0	3.040028229E0	9.271869049E0	9.836042031E0
8.469349554E1	-1.179397430E0	2.965183868E0	9.260642395E0	9.795039114E0
8.470347454E1	-1.133442993E0	2.931653595E0	9.226513367E0	9.747196249E0
8.471345254E1	-1.079405365E0	2.892435150E0	9.196276245E0	9.700659453E0
8.472343054E1	-1.070274353E0	2.875071259E0	9.181457062E0	9.680427455E0
8.473340754E1	-1.103654938E0	2.906356201E0	9.146579590E0	9.660480256E0
8.474338654E1	-1.210682373E0	3.022065582E0	9.118737488E0	9.682458653E0
8.475336454E1	-1.356628876E0	3.134481812E0	9.148974609E0	9.765713212E0
8.476334154E1	-1.425485687E0	3.152893524E0	9.178014221E0	9.808602962E0
8.477332054E1	-1.406026154E0	3.158731384E0	9.191486206E0	9.820280657E0
8.478329754E1	-1.353934479E0	3.134930878E0	9.198072510E0	9.811496730E0
8.479327554E1	-1.280886383E0	3.054697723E0	9.221723328E0	9.798572816E0
8.480325354E1	-1.225052490E0	2.985840912E0	9.199719086E0	9.749401562E0
8.481323254E1	-1.186881866E0	2.953059082E0	9.166338501E0	9.703144234E0
8.482321054E1	-1.193917236E0	2.976859589E0	9.141639862E0	9.687967318E0
8.483318854E1	-1.253193970E0	3.014132080E0	9.143436127E0	9.708651375E0
8.484316654E1	-1.330433350E0	3.090323639E0	9.189839630E0	9.786383679E0
8.485314554E1	-1.412013702E0	3.163970490E0	9.207502899E0	9.837814879E0
8.486312354E1	-1.431772614E0	3.148253174E0	9.241781616E0	9.867725083E0
8.487310154E1	-1.422491913E0	3.092568970E0	9.284891968E0	9.889220643E0
8.488308054E1	-1.378932495E0	3.040626984E0	9.287885742E0	9.869736007E0
8.489305854E1	-1.344055023E0	3.010539551E0	9.276659088E0	9.845112296E0
8.490303754E1	-1.306183777E0	2.982098694E0	9.243428192E0	9.799999664E0
8.491301554E1	-1.261726227E0	2.951562195E0	9.197024689E0	9.741095194E0
8.492299362E1	-1.204545135E0	2.943029938E0	9.128766632E0	9.666785113E0
8.493297062E1	-1.192120972E0	2.957250366E0	9.102122040E0	9.644434030E0
8.494294863E1	-1.252295837E0	2.992576904E0	9.111851807E0	9.672104463E0
8.495292563E1	-1.348246307E0	3.082539825E0	9.094038849E0	9.696461337E0
8.496290362E1	-1.420096893E0	3.182232513E0	9.100475464E0	9.744841334E0
8.497288162E1	-1.477577362E0	3.202440491E0	9.148226166E0	9.804534764E0
8.498285863E1	-1.481020203E0	3.181184692E0	9.171427917E0	9.819798722E0
8.499283663E1	-1.427581329E0	3.138373718E0	9.197024689E0	9.822048726E0
8.500281462E1	-1.341660004E0	3.088078308E0	9.200018463E0	9.796765738E0
8.501279262E1	-1.292412415E0	3.031196594E0	9.166937256E0	9.741212517E0
8.502277163E1	-1.274898834E0	3.023412781E0	9.117240601E0	9.689709389E0
8.503274962E1	-1.290017395E0	3.050057373E0	9.067843323E0	9.653640629E0
8.504272863E1	-1.330133972E0	3.077899475E0	9.011859741E0	9.615421861E0
8.505270663E1	-1.415306854E0	3.165467377E0	9.033265228E0	9.675906050E0
8.506268462E1	-1.496887207E0	3.207230530E0	9.116192780E0	9.779159973E0
8.507266262E1	-1.530866547E0	3.184028778E0	9.256600800E0	9.907888272E0
8.508264063E1	-1.463506622E0	3.106939087E0	9.376052399E0	9.985253162E0
8.509261763E1	-1.356778564E0	3.018323364E0	9.352850647E0	9.921035189E0
8.510259562E1	-1.286724243E0	2.980003052E0	9.291178894E0	9.841853622E0
8.511257362E1	-1.255439301E0	2.999312897E0	9.249715118E0	9.804551773E0
8.512255163E1	-1.241817627E0	3.028502197E0	9.197473755E0	9.762553972E0
8.513252963E1	-1.230890350E0	3.058739319E0	9.153764648E0	9.729459621E0
8.514250762E1	-1.242266693E0	3.054548035E0	9.137598267E0	9.714380696E0
8.515248563E1	-1.321601715E0	3.046165466E0	9.149124298E0	9.733048370E0
8.516246363E1	-1.430425415E0	3.137774963E0	9.187294922E0	9.813161395E0
8.517244162E1	-1.464704132E0	3.197351074E0	9.187294922E0	9.837418364E0
8.518241962E1	-1.396296387E0	3.170257416E0	9.178612976E0	9.810561240E0
8.519239663E1	-1.316212921E0	3.122057648E0	9.127718811E0	9.736267822E0
8.520237363E1	-1.244362335E0	3.077899475E0	9.063801727E0	9.652688980E0
8.521235163E1	-1.217867432E0	3.088227997E0	9.084907837E0	9.672430080E0
8.522232862E1	-1.214574280E0	3.117117920E0	9.036857758E0	9.636203243E0
8.523230662E1	-1.258882141E0	3.193309479E0	8.963360596E0	9.598116630E0
8.524228463E1	-1.327589264E0	3.218157806E0	8.929980011E0	9.584548811E0
8.525226263E1	-1.383872223E0	3.230731659E0	8.962312775E0	9.626826042E0
8.526223962E1	-1.385518799E0	3.220852203E0	9.012608185E0	9.670607920E0
8.527221762E1	-1.390907593E0	3.190016327E0	9.047036591E0	9.693281135E0
8.528219563E1	-1.387165375E0	3.164569244E0	9.095236359E0	9.729442466E0
8.529217263E1	-1.412163391E0	3.131488037E0	9.138047333E0	9.762393755E0
8.530215162E1	-1.459914093E0	3.114573212E0	9.218579865E0	9.839417166E0
8.531212963E1	-1.448986816E0	3.133134613E0	9.218729553E0	9.843834104E0
8.532210763E1	-1.434916077E0	3.172951813E0	9.148375854E0	9.788737821E0
8.533208563E1	-1.424886932E0	3.228935394E0	9.093889160E0	9.754749951E0
8.534206362E1	-1.405876465E0	3.279679871E0	9.036259003E0	9.715285145E0
8.535204163E1	-1.380429382E0	3.302133179E0	8.974287872E0	9.661651599E0
8.536201863E1	-1.351838837E0	3.258723450E0	8.980425110E0	9.648563723E0
8.537199663E1	-1.311871948E0	3.210074615E0	9.029822388E0	9.672811349E0
8.538197462E1	-1.301393738E0	3.165317688E0	9.049132233E0	9.674691514E0
8.539195163E1	-1.312770081E0	3.149001617E0	9.121282196E0	9.738447791E0
8.540192963E1	-1.342258759E0	3.160677338E0	9.138646088E0	9.762499276E0
8.541190763E1	-1.366208954E0	3.176544342E0	9.128916321E0	9.761868369E0
8.542188462E1	-1.444196777E0	3.208128662E0	9.182804260E0	9.833701639E0
8.543186162E1	-1.489103394E0	3.256178741E0	9.203760681E0	9.875694385E0
8.544183863E1	-1.472188568E0	3.200344849E0	9.163644104E0	9.817429378E0
8.545181663E1	-1.392404480E0	3.087629242E0	9.139095154E0	9.746553483E0
8.546179462E1	-1.327888641E0	3.042123871E0	9.101223907E0	9.687625225E0
8.547177162E1	-1.310524750E0	3.061433716E0	9.036708069E0	9.630781081E0
8.548174963E1	-1.379830627E0	3.102298737E0	9.007219391E0	9.625912485E0
8.549172763E1	-1.469194794E0	3.199297028E0	9.030271454E0	9.692256566E0
8.550170562E1	-1.557062073E0	3.279679871E0	9.079818420E0	9.778744546E0
